datetime_rounded,datetime,water_pressure,height_above,water_elevation
2026-02-03T15:15:00Z,2026-02-03T15:12:09Z,10.8344,0.7103037268000012,275.01030372680003
2026-02-03T15:30:00Z,2026-02-03T15:27:09Z,10.8397,0.7150428808000004,275.0150428808
2026-02-03T15:45:00Z,2026-02-03T15:42:09Z,10.8395,0.7139047384000001,275.0139047384
2026-02-03T16:00:00Z,2026-02-03T15:57:09Z,10.8369,0.7063081104000002,275.0063081104
2026-02-03T16:15:00Z,2026-02-03T16:12:09Z,10.8402,0.7089147007999994,275.0089147008
2026-02-03T16:30:00Z,2026-02-03T16:27:09Z,10.8419,0.7082999364000013,275.0082999364
2026-02-03T16:45:00Z,2026-02-03T16:42:09Z,10.8432,0.7081927227999998,275.0081927228
2026-02-03T17:00:00Z,2026-02-03T16:57:09Z,10.8434,0.7092084988000025,275.00920849880004
2026-02-03T17:15:00Z,2026-02-03T17:12:09Z,10.8444,0.7104532316000007,275.0104532316
2026-02-03T17:30:00Z,2026-02-03T17:27:09Z,10.8436,0.7082460180000005,275.008246018
2026-02-03T17:45:00Z,2026-02-03T17:42:09Z,10.8456,0.7094302419999998,275.009430242
2026-02-03T18:00:00Z,2026-02-03T17:57:09Z,10.8462,0.7104381300000018,275.01043813
2026-02-03T18:15:00Z,2026-02-03T18:12:09Z,10.8467,0.7093779584000011,275.0093779584
2026-02-03T18:30:00Z,2026-02-03T18:27:09Z,10.848,0.7110756492000014,275.0110756492
2026-02-03T18:45:00Z,2026-02-03T18:42:09Z,10.8486,0.7102582383999998,275.0102582384
2026-02-03T19:00:00Z,2026-02-03T18:57:09Z,10.8476,0.7090237027999997,275.0090237028
2026-02-03T19:15:00Z,2026-02-03T19:12:09Z,10.8488,0.7096730540000014,275.009673054
2026-02-03T19:30:00Z,2026-02-03T19:27:09Z,10.8481,0.7096766608000014,275.00967666080004
2026-02-03T19:45:00Z,2026-02-03T19:42:09Z,10.8481,0.7113286072000022,275.0113286072
2026-02-03T20:00:00Z,2026-02-03T19:57:09Z,10.8485,0.7113717052000013,275.0113717052
2026-02-03T20:15:00Z,2026-02-03T20:12:09Z,10.849,0.710750013200002,275.01075001320004
2026-02-03T20:30:00Z,2026-02-03T20:27:09Z,10.8492,0.7107664636000006,275.0107664636
2026-02-03T20:45:00Z,2026-02-03T20:42:09Z,10.8495,0.7091493900000021,275.00914939
2026-02-03T21:00:00Z,2026-02-03T20:57:09Z,10.8499,0.7091618964000013,275.00916189640003
2026-02-03T21:15:00Z,2026-02-03T21:12:09Z,10.8491,0.7092592500000006,275.00925925
2026-02-03T21:30:00Z,2026-02-03T21:27:09Z,10.8489,0.7083148544000011,275.0083148544
2026-02-03T21:45:00Z,2026-02-03T21:42:09Z,10.8493,0.7094082640000003,275.009408264
2026-02-03T22:00:00Z,2026-02-03T21:57:09Z,10.8476,0.7096049432000004,275.00960494320003
2026-02-03T22:15:00Z,2026-02-03T22:12:09Z,10.8484,0.7123118196,275.01231181960003
2026-02-03T22:30:00Z,2026-02-03T22:27:09Z,10.8486,0.7101460692000003,275.0101460692
2026-02-03T22:45:00Z,2026-02-03T22:42:09Z,10.8486,0.7096260119999993,275.009626012
2026-02-03T23:00:00Z,2026-02-03T22:57:09Z,10.8488,0.7094691100000006,275.00946911
2026-02-03T23:15:00Z,2026-02-03T23:12:09Z,10.8486,0.7086674752000004,275.0086674752
2026-02-03T23:30:00Z,2026-02-03T23:27:09Z,10.8478,0.7079796443999999,275.0079796444
2026-02-04T00:00:00Z,2026-02-03T23:57:09Z,10.8468,0.7081217308000003,275.0081217308
2026-02-04T00:15:00Z,2026-02-04T00:12:09Z,10.8466,0.7090944088000022,275.0090944088
2026-02-04T00:30:00Z,2026-02-04T00:27:09Z,10.8461,0.7075746888000012,275.0075746888
2026-02-04T00:45:00Z,2026-02-04T00:42:09Z,10.8462,0.7086434228000016,275.0086434228
